modelname,stage,brick_remain,catch_count,state,run_sec
RandomForest_RE_rmse=11.90,3,22,2,FAIL,2.5
RandomForest_RE_rmse=11.90,5,17,4,FAIL,4.58
RandomForest_RE_rmse=11.90,4,14,11,FAIL,9.7
RandomForest_RE_rmse=11.90,2,6,5,FAIL,5.81
RandomForest_RE_rmse=11.90,4,26,0,FAIL,1.01
RandomForest_RE_rmse=11.90,2,12,2,FAIL,2.95
RandomForest_RE_rmse=11.90,3,3,6,FAIL,6.66
RandomForest_RE_rmse=11.90,2,15,2,FAIL,0.74
RandomForest_RE_rmse=11.90,3,19,5,FAIL,4.02
RandomForest_RE_rmse=11.90,5,21,14,FAIL,13.83
RandomForest_RE_rmse=11.90,2,11,2,FAIL,2.12
RandomForest_RE_rmse=11.90,4,2,12,FAIL,13.19
RandomForest_RE_rmse=11.90,2,10,2,FAIL,1.48
RandomForest_RE_rmse=11.90,2,11,2,FAIL,1.03
RandomForest_RE_rmse=11.90,4,23,6,FAIL,5.47
RandomForest_RE_rmse=11.90,5,0,13,FINISH,12.43
RandomForest_RE_rmse=11.90,2,0,4,FINISH,5.67
RandomForest_RE_rmse=11.90,3,2,15,FAIL,16.1
RandomForest_RE_rmse=11.90,4,11,6,FAIL,5.59
RandomForest_RE_rmse=11.90,2,12,2,FAIL,1.56
RandomForest_RE_rmse=11.90,4,24,1,FAIL,2.17
RandomForest_RE_rmse=11.90,2,12,2,FAIL,1.03
RandomForest_RE_rmse=11.90,5,0,10,FINISH,10.2
RandomForest_RE_rmse=11.90,3,0,9,FINISH,10.29
RandomForest_RE_rmse=11.90,2,12,0,FAIL,1.02
RandomForest_RE_rmse=11.90,4,25,4,FAIL,3.56
RandomForest_RE_rmse=11.90,5,29,5,FAIL,3.87
RandomForest_RE_rmse=11.90,3,21,2,FAIL,2.66
RandomForest_RE_rmse=11.90,5,40,0,FAIL,1.02
RandomForest_RE_rmse=11.90,2,2,5,FAIL,5.77
RandomForest_RE_rmse=11.90,4,26,5,FAIL,4.22
RandomForest_RE_rmse=11.90,3,24,4,FAIL,2.48
RandomForest_RE_rmse=11.90,4,29,1,FAIL,1.54
RandomForest_RE_rmse=11.90,3,22,3,FAIL,2.54
RandomForest_RE_rmse=11.90,4,23,3,FAIL,3.85
RandomForest_RE_rmse=11.90,4,28,0,FAIL,1.26
RandomForest_RE_rmse=11.90,5,9,16,FAIL,16.47
RandomForest_RE_rmse=11.90,4,29,2,FAIL,1.83
RandomForest_RE_rmse=11.90,3,4,15,FAIL,14.39
RandomForest_RE_rmse=11.90,5,34,7,FAIL,5.09
RandomForest_RE_rmse=11.90,3,27,1,FAIL,0.63
RandomForest_RE_rmse=11.90,4,21,4,FAIL,4.41
RandomForest_RE_rmse=11.90,4,25,2,FAIL,1.48
RandomForest_RE_rmse=11.90,5,32,9,FAIL,6.81
RandomForest_RE_rmse=11.90,4,14,6,FAIL,6.11
RandomForest_RE_rmse=11.90,3,1,16,FAIL,15.93
RandomForest_RE_rmse=11.90,5,21,13,FAIL,12.71
RandomForest_RE_rmse=11.90,4,13,8,FAIL,8
RandomForest_RE_rmse=11.90,4,19,8,FAIL,6.84
RandomForest_RE_rmse=11.90,3,0,14,FINISH,14.89
RandomForest_RE_rmse=11.90,4,26,2,FAIL,1.48
RandomForest_RE_rmse=11.90,5,11,16,FAIL,14.81
RandomForest_RE_rmse=11.90,3,21,2,FAIL,2.81
RandomForest_RE_rmse=11.90,5,37,2,FAIL,1.58
RandomForest_RE_rmse=11.90,4,13,6,FAIL,6.42
RandomForest_RE_rmse=11.90,3,8,8,FAIL,9.36
RandomForest_RE_rmse=11.90,4,24,5,FAIL,4.68
RandomForest_RE_rmse=11.90,5,24,11,FAIL,9.34
RandomForest_RE_rmse=11.90,3,21,5,FAIL,4.24
RandomForest_RE_rmse=11.90,4,28,1,FAIL,1.55
RandomForest_RE_rmse=11.90,5,38,1,FAIL,1.6
RandomForest_RE_rmse=11.90,4,26,0,FAIL,1.01
RandomForest_RE_rmse=11.90,4,23,3,FAIL,3.85
RandomForest_RE_rmse=11.90,5,22,12,FAIL,12.14
RandomForest_RE_rmse=11.90,4,16,8,FAIL,7.43
RandomForest_RE_rmse=11.90,4,26,2,FAIL,1.48
RandomForest_RE_rmse=11.90,5,25,8,FAIL,8.14
RandomForest_RE_rmse=11.90,3,4,27,FAIL,30.68
RandomForest_RE_rmse=11.90,5,10,5,FAIL,4.48
RandomForest_RE_rmse=11.90,3,23,1,FAIL,2.11
RandomForest_RE_rmse=11.90,3,19,3,FAIL,3.08
RandomForest_RE_rmse=11.90,5,31,6,FAIL,6.3
RandomForest_RE_rmse=11.90,3,25,2,FAIL,0.66
RandomForest_RE_rmse=11.90,5,38,1,FAIL,1.6
RandomForest_RE_rmse=11.90,3,10,10,FAIL,8.61
RandomForest_RE_rmse=11.90,5,11,11,FAIL,10.79
RandomForest_RE_rmse=11.90,3,17,3,FAIL,4.13
RandomForest_RE_rmse=11.90,5,3,14,FAIL,13.75
RandomForest_RE_rmse=11.90,5,42,1,FAIL,0.66
RandomForest_RE_rmse=11.90,3,0,14,FINISH,14.89
RandomForest_RE_rmse=11.90,5,18,8,FAIL,7.57
RandomForest_RE_rmse=11.90,5,16,12,FAIL,11.32
DCT_CL_depth=10_acc=0.63,1,2,2,FAIL,2.44
DCT_CL_depth=10_acc=0.63,1,5,0,FAIL,0.63
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.85
DCT_CL_depth=10_acc=0.63,1,4,1,FAIL,1.23
DCT_CL_depth=10_acc=0.63,2,10,0,FAIL,1.48
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,2,13,0,FAIL,0.68
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.55
DCT_CL_depth=10_acc=0.63,2,15,0,FAIL,0.8
DCT_CL_depth=10_acc=0.63,3,13,1,FAIL,2.09
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,0.99
DCT_CL_depth=10_acc=0.63,2,15,0,FAIL,0.65
DCT_CL_depth=10_acc=0.63,3,23,2,FAIL,2.42
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,1.22
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.79
DCT_CL_depth=10_acc=0.63,2,5,2,FAIL,2.6
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.79
DCT_CL_depth=10_acc=0.63,1,4,1,FAIL,0.67
DCT_CL_depth=10_acc=0.63,4,29,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,2,12,0,FAIL,1.03
DCT_CL_depth=10_acc=0.63,3,24,0,FAIL,1.29
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,1.01
DCT_CL_depth=10_acc=0.63,2,10,0,FAIL,1.01
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.86
DCT_CL_depth=10_acc=0.63,4,18,2,FAIL,2.6
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,0.99
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.66
DCT_CL_depth=10_acc=0.63,2,16,0,FAIL,0.64
DCT_CL_depth=10_acc=0.63,4,30,0,FAIL,0.54
DCT_CL_depth=10_acc=0.63,3,24,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.92
DCT_CL_depth=10_acc=0.63,5,39,1,FAIL,1.37
DCT_CL_depth=10_acc=0.63,2,15,0,FAIL,0.84
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.86
DCT_CL_depth=10_acc=0.63,3,16,1,FAIL,1.47
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,1.01
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.86
DCT_CL_depth=10_acc=0.63,2,11,0,FAIL,1.28
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.79
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.95
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.93
DCT_CL_depth=10_acc=0.63,5,43,0,FAIL,0.63
DCT_CL_depth=10_acc=0.63,2,14,0,FAIL,0.54
DCT_CL_depth=10_acc=0.63,3,24,0,FAIL,0.68
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.81
DCT_CL_depth=10_acc=0.63,1,3,1,FAIL,1.88
DCT_CL_depth=10_acc=0.63,5,40,1,FAIL,1.39
DCT_CL_depth=10_acc=0.63,2,14,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.81
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.81
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.66
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,1.28
DCT_CL_depth=10_acc=0.63,2,5,1,FAIL,2.09
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,4,26,0,FAIL,1.29
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.77
DCT_CL_depth=10_acc=0.63,5,0,24,FINISH,21.33
DCT_CL_depth=10_acc=0.63,2,12,0,FAIL,1.26
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.65
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.75
DCT_CL_depth=10_acc=0.63,5,41,0,FAIL,0.76
DCT_CL_depth=10_acc=0.63,1,0,4,FINISH,1.28
DCT_CL_depth=10_acc=0.63,2,14,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,4,28,0,FAIL,1.26
DCT_CL_depth=10_acc=0.63,3,0,8,FINISH,1.47
DCT_CL_depth=10_acc=0.63,5,43,0,FAIL,0.63
DCT_CL_depth=10_acc=0.63,2,14,0,FAIL,0.75
DCT_CL_depth=10_acc=0.63,1,1,1,FAIL,2.68
DCT_CL_depth=10_acc=0.63,4,0,13,FINISH,0.78
DCT_CL_depth=10_acc=0.63,2,15,0,FAIL,0.64
DCT_CL_depth=10_acc=0.63,5,18,1,FAIL,1.94
DCT_CL_depth=10_acc=0.63,1,2,2,FAIL,2.63
DCT_CL_depth=10_acc=0.63,3,11,5,FAIL,5.44
DCT_CL_depth=10_acc=0.63,5,40,0,FAIL,1.28
DCT_CL_depth=10_acc=0.63,2,7,1,FAIL,2.1
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,1.01
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.57
DCT_CL_depth=10_acc=0.63,3,25,0,FAIL,0.8
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.66
DCT_CL_depth=10_acc=0.63,2,5,0,FAIL,1.19
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.58
DCT_CL_depth=10_acc=0.63,3,25,1,FAIL,1.4
DCT_CL_depth=10_acc=0.63,5,40,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,4,27,2,FAIL,2.47
DCT_CL_depth=10_acc=0.63,2,12,0,FAIL,1.26
DCT_CL_depth=10_acc=0.63,1,3,1,FAIL,1.88
DCT_CL_depth=10_acc=0.63,5,41,0,FAIL,0.67
DCT_CL_depth=10_acc=0.63,4,30,0,FAIL,0.75
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,2,12,1,FAIL,1.35
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,4,29,0,FAIL,0.99
DCT_CL_depth=10_acc=0.63,2,15,0,FAIL,0.66
DCT_CL_depth=10_acc=0.63,3,23,1,FAIL,1.61
DCT_CL_depth=10_acc=0.63,1,0,6,FINISH,6.93
DCT_CL_depth=10_acc=0.63,5,43,0,FAIL,0.63
DCT_CL_depth=10_acc=0.63,2,15,0,FAIL,0.85
DCT_CL_depth=10_acc=0.63,4,30,0,FAIL,0.82
DCT_CL_depth=10_acc=0.63,3,24,1,FAIL,1.38
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.76
DCT_CL_depth=10_acc=0.63,5,40,1,FAIL,1.4
DCT_CL_depth=10_acc=0.63,4,29,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,3,22,0,FAIL,1.3
DCT_CL_depth=10_acc=0.63,2,7,1,FAIL,2.1
DCT_CL_depth=10_acc=0.63,1,2,2,FAIL,2.44
DCT_CL_depth=10_acc=0.63,3,24,0,FAIL,1
DCT_CL_depth=10_acc=0.63,5,29,3,FAIL,3.1
DCT_CL_depth=10_acc=0.63,4,17,0,FAIL,2.69
DCT_CL_depth=10_acc=0.63,2,6,2,FAIL,2.33
DCT_CL_depth=10_acc=0.63,1,3,1,FAIL,1.88
DCT_CL_depth=10_acc=0.63,3,24,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,5,41,0,FAIL,0.67
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.83
DCT_CL_depth=10_acc=0.63,2,11,0,FAIL,1.28
DCT_CL_depth=10_acc=0.63,1,3,0,FAIL,0.75
DCT_CL_depth=10_acc=0.63,3,0,10,FINISH,0.64
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.67
DCT_CL_depth=10_acc=0.63,4,26,0,FAIL,1.01
DCT_CL_depth=10_acc=0.63,2,12,0,FAIL,0.67
DCT_CL_depth=10_acc=0.63,3,24,1,FAIL,1.35
DCT_CL_depth=10_acc=0.63,5,39,1,FAIL,1.33
DCT_CL_depth=10_acc=0.63,2,13,0,FAIL,1.3
DCT_CL_depth=10_acc=0.63,4,30,2,FAIL,1.57
DCT_CL_depth=10_acc=0.63,1,0,6,FINISH,6.93
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.86
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.78
DCT_CL_depth=10_acc=0.63,2,12,2,FAIL,2.46
DCT_CL_depth=10_acc=0.63,4,28,2,FAIL,2.34
DCT_CL_depth=10_acc=0.63,1,4,0,FAIL,0.84
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.57
DCT_CL_depth=10_acc=0.63,3,24,1,FAIL,1.37
DCT_CL_depth=10_acc=0.63,4,29,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,5,40,0,FAIL,1.01
DCT_CL_depth=10_acc=0.63,2,6,2,FAIL,2.33
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.75
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.79
DCT_CL_depth=10_acc=0.63,5,42,0,FAIL,0.66
DCT_CL_depth=10_acc=0.63,3,21,3,FAIL,3.36
DCT_CL_depth=10_acc=0.63,5,41,0,FAIL,0.67
DCT_CL_depth=10_acc=0.63,4,27,0,FAIL,1.29
DCT_CL_depth=10_acc=0.63,3,24,0,FAIL,0.99
DCT_CL_depth=10_acc=0.63,4,31,0,FAIL,0.76
DCT_CL_depth=10_acc=0.63,5,40,1,FAIL,1.39
DCT_CL_depth=10_acc=0.63,3,26,0,FAIL,0.79
DCT_CL_depth=10_acc=0.63,4,28,0,FAIL,1.02
DCT_CL_depth=10_acc=0.63,5,40,1,FAIL,1.4
DCT_CL_depth=10_acc=0.63,4,30,0,FAIL,0.66
DCT_CL_depth=10_acc=0.63,5,32,0,FAIL,1.77
DCT_CL_depth=10_acc=0.63,4,30,1,FAIL,1.39
DCT_CL_depth=10_acc=0.63,5,40,2,FAIL,2.4
KNN_CL_k=17_acc=0.64,4,0,28,FINISH,30.1
KNN_CL_k=17_acc=0.64,5,29,9,FAIL,7.74
KNN_CL_k=17_acc=0.64,5,37,3,FAIL,1.9
KNN_CL_k=17_acc=0.64,4,5,4,FAIL,5.56
KNN_CL_k=17_acc=0.64,3,1,6,FAIL,8.45
KNN_CL_k=17_acc=0.64,2,6,1,FAIL,1.91
KNN_CL_k=17_acc=0.64,2,15,1,FAIL,0.85
KNN_CL_k=17_acc=0.64,1,1,4,FAIL,5.6
KNN_CL_k=17_acc=0.64,3,1,6,FAIL,9.16
KNN_CL_k=17_acc=0.64,4,0,14,FINISH,16.13
KNN_CL_k=17_acc=0.64,1,2,2,FAIL,3.08
KNN_CL_k=17_acc=0.64,1,4,0,FAIL,0.78
KNN_CL_k=17_acc=0.64,5,0,18,FINISH,22.94
KNN_CL_k=17_acc=0.64,4,26,4,FAIL,4.06
KNN_CL_k=17_acc=0.64,3,0,10,FINISH,10.79
KNN_CL_k=17_acc=0.64,1,0,3,FINISH,3.22
KNN_CL_k=17_acc=0.64,4,28,2,FAIL,1
KNN_CL_k=17_acc=0.64,5,34,3,FAIL,3.49
KNN_CL_k=17_acc=0.64,4,16,5,FAIL,5.78
KNN_CL_k=17_acc=0.64,1,1,5,FAIL,6.6
KNN_CL_k=17_acc=0.64,2,1,27,FAIL,30.65
KNN_CL_k=17_acc=0.64,3,0,10,FINISH,10.79
KNN_CL_k=17_acc=0.64,1,4,0,FAIL,0.8
KNN_CL_k=17_acc=0.64,4,6,4,FAIL,5.31
KNN_CL_k=17_acc=0.64,1,0,2,FINISH,2.44
KNN_CL_k=17_acc=0.64,2,1,9,FAIL,10.86
KNN_CL_k=17_acc=0.64,5,0,20,FINISH,22.04
KNN_CL_k=17_acc=0.64,1,1,4,FAIL,4.75
KNN_CL_k=17_acc=0.64,2,13,1,FAIL,0.99
KNN_CL_k=17_acc=0.64,1,0,3,FINISH,4.05
KNN_CL_k=17_acc=0.64,4,0,15,FINISH,16.15
KNN_CL_k=17_acc=0.64,5,0,12,FINISH,12.26
KNN_CL_k=17_acc=0.64,1,3,3,FAIL,2.89
KNN_CL_k=17_acc=0.64,3,4,23,FAIL,28.34
KNN_CL_k=17_acc=0.64,2,1,10,FAIL,12.48
KNN_CL_k=17_acc=0.64,4,0,7,FINISH,8.11
KNN_CL_k=17_acc=0.64,3,16,6,FAIL,6.28
KNN_CL_k=17_acc=0.64,5,20,10,FAIL,9.77
KNN_CL_k=17_acc=0.64,2,7,6,FAIL,6.77
KNN_CL_k=17_acc=0.64,4,16,3,FAIL,4.47
KNN_CL_k=17_acc=0.64,2,6,1,FAIL,1.91
KNN_CL_k=17_acc=0.64,3,0,7,FINISH,8.25
KNN_CL_k=17_acc=0.64,2,6,4,FAIL,5.24
KNN_CL_k=17_acc=0.64,5,8,7,FAIL,11.28
KNN_CL_k=17_acc=0.64,4,8,7,FAIL,9.74
KNN_CL_k=17_acc=0.64,1,1,26,FAIL,30.69
KNN_CL_k=17_acc=0.64,4,9,2,FAIL,3
KNN_CL_k=17_acc=0.64,3,4,11,FAIL,12.88
KNN_CL_k=17_acc=0.64,1,1,4,FAIL,5.6
KNN_CL_k=17_acc=0.64,1,4,0,FAIL,0.79
KNN_CL_k=17_acc=0.64,5,0,15,FINISH,17.42
KNN_CL_k=17_acc=0.64,1,3,2,FAIL,1.95
KNN_CL_k=17_acc=0.64,3,0,16,FINISH,16.28
KNN_CL_k=17_acc=0.64,1,1,4,FAIL,4.75
KNN_CL_k=17_acc=0.64,2,2,27,FAIL,31.93
KNN_CL_k=17_acc=0.64,1,4,0,FAIL,0.79
KNN_CL_k=17_acc=0.64,3,7,3,FAIL,4.71
KNN_CL_k=17_acc=0.64,5,0,13,FINISH,15.44
KNN_CL_k=17_acc=0.64,4,2,27,FAIL,30.4
KNN_CL_k=17_acc=0.64,1,0,2,FINISH,2.44
KNN_CL_k=17_acc=0.64,3,9,4,FAIL,4.32
KNN_CL_k=17_acc=0.64,1,3,3,FAIL,2.89
KNN_CL_k=17_acc=0.64,4,6,4,FAIL,5.31
KNN_CL_k=17_acc=0.64,5,11,6,FAIL,8.5
KNN_CL_k=17_acc=0.64,1,4,0,FAIL,0.79
KNN_CL_k=17_acc=0.64,3,12,2,FAIL,4.34
KNN_CL_k=17_acc=0.64,5,23,8,FAIL,7.74
KNN_CL_k=17_acc=0.64,4,0,11,FINISH,12.74
KNN_CL_k=17_acc=0.64,3,11,8,FAIL,7.9
KNN_CL_k=17_acc=0.64,2,3,28,FAIL,31.89
KNN_CL_k=17_acc=0.64,3,22,4,FAIL,2.74
KNN_CL_k=17_acc=0.64,4,25,5,FAIL,4.41
KNN_CL_k=17_acc=0.64,2,3,5,FAIL,3.95
KNN_CL_k=17_acc=0.64,5,13,12,FAIL,11.68
KNN_CL_k=17_acc=0.64,4,25,3,FAIL,3.55
KNN_CL_k=17_acc=0.64,5,34,3,FAIL,3.49
KNN_CL_k=17_acc=0.64,1,2,28,FAIL,32.6
KNN_CL_k=17_acc=0.64,3,1,16,FAIL,18.29
KNN_CL_k=17_acc=0.64,4,8,8,FAIL,11.04
KNN_CL_k=17_acc=0.64,3,26,0,FAIL,0.78
KNN_CL_k=17_acc=0.64,1,0,7,FINISH,7.3
KNN_CL_k=17_acc=0.64,4,20,6,FAIL,5.86
KNN_CL_k=17_acc=0.64,1,0,3,FINISH,3.22
KNN_CL_k=17_acc=0.64,3,11,3,FAIL,5.16
KNN_CL_k=17_acc=0.64,2,3,28,FAIL,31.89
KNN_CL_k=17_acc=0.64,4,25,5,FAIL,4.41
KNN_CL_k=17_acc=0.64,5,0,25,FINISH,26.19
KNN_CL_k=17_acc=0.64,2,8,2,FAIL,0.81
KNN_CL_k=17_acc=0.64,4,19,4,FAIL,4.77
KNN_CL_k=17_acc=0.64,2,7,1,FAIL,1.55
KNN_CL_k=17_acc=0.64,5,21,5,FAIL,5.04
KNN_CL_k=17_acc=0.64,5,35,3,FAIL,1.98
KNN_CL_k=17_acc=0.64,2,2,5,FAIL,6.01
KNN_CL_k=17_acc=0.64,5,37,4,FAIL,4.01
KNN_CL_k=17_acc=0.64,4,0,13,FINISH,13.89
KNN_CL_k=17_acc=0.64,2,5,3,FAIL,4.08
KNN_CL_k=17_acc=0.64,3,7,25,FAIL,30.62
KNN_CL_k=17_acc=0.64,1,2,29,FAIL,33.7
KNN_CL_k=17_acc=0.64,2,7,4,FAIL,4.04
KNN_CL_k=17_acc=0.64,5,23,8,FAIL,8
KNN_CL_k=17_acc=0.64,2,15,0,FAIL,0.78
KNN_CL_k=17_acc=0.64,1,1,4,FAIL,5.7
KNN_CL_k=17_acc=0.64,3,7,10,FAIL,9.76
KNN_CL_k=17_acc=0.64,2,4,2,FAIL,3.09
KNN_CL_k=17_acc=0.64,4,7,17,FAIL,15.37
KNN_CL_k=17_acc=0.64,4,27,2,FAIL,1
KNN_CL_k=17_acc=0.64,3,9,4,FAIL,4.32
KNN_CL_k=17_acc=0.64,5,3,19,FAIL,20.39
KNN_CL_k=17_acc=0.64,2,0,10,FINISH,12.1
KNN_CL_k=17_acc=0.64,3,7,8,FAIL,9.61
KNN_CL_k=17_acc=0.64,4,8,8,FAIL,11.04
KNN_CL_k=17_acc=0.64,2,7,4,FAIL,4.04
KNN_CL_k=17_acc=0.64,1,2,29,FAIL,33.7
KNN_CL_k=17_acc=0.64,5,0,15,FINISH,16.03
KNN_CL_k=17_acc=0.64,2,0,10,FINISH,12.1
KNN_CL_k=17_acc=0.64,1,0,4,FINISH,4.38
KNN_CL_k=17_acc=0.64,3,0,16,FINISH,16.33
KNN_CL_k=17_acc=0.64,2,3,4,FAIL,4.92
KNN_CL_k=17_acc=0.64,4,10,22,FAIL,25.01
KNN_CL_k=17_acc=0.64,1,1,5,FAIL,6.6
KNN_CL_k=17_acc=0.64,3,24,2,FAIL,1
KNN_CL_k=17_acc=0.64,4,27,2,FAIL,1
KNN_CL_k=17_acc=0.64,3,15,1,FAIL,1.23
KNN_CL_k=17_acc=0.64,1,0,6,FINISH,7.24
KNN_CL_k=17_acc=0.64,4,25,3,FAIL,3.55
KNN_CL_k=17_acc=0.64,2,0,9,FINISH,10.38
KNN_CL_k=17_acc=0.64,2,15,0,FAIL,0.78
KNN_CL_k=17_acc=0.64,1,3,1,FAIL,2.08
KNN_CL_k=17_acc=0.64,5,2,27,FAIL,30.51
KNN_CL_k=17_acc=0.64,2,15,2,FAIL,0.84
KNN_CL_k=17_acc=0.64,3,0,7,FINISH,8.25
KNN_CL_k=17_acc=0.64,1,0,6,FINISH,6.18
KNN_CL_k=17_acc=0.64,2,5,1,FAIL,2.33
KNN_CL_k=17_acc=0.64,5,7,6,FAIL,10.44
KNN_CL_k=17_acc=0.64,2,3,5,FAIL,3.95
KNN_CL_k=17_acc=0.64,5,42,0,FAIL,0.79
KNN_CL_k=17_acc=0.64,2,0,4,FINISH,5.27
KNN_CL_k=17_acc=0.64,5,37,4,FAIL,4.01
KNN_CL_k=17_acc=0.64,4,3,28,FAIL,31.61
KNN_CL_k=17_acc=0.64,4,30,2,FAIL,2.43
KNN_CL_k=17_acc=0.64,5,11,6,FAIL,8.5
KNN_CL_k=17_acc=0.64,3,1,6,FAIL,9.16
KNN_CL_k=17_acc=0.64,3,13,4,FAIL,3.56
KNN_CL_k=17_acc=0.64,5,1,7,FAIL,8.44
KNN_CL_k=17_acc=0.64,3,2,11,FAIL,12.15
KNN_CL_k=17_acc=0.64,5,0,14,FINISH,14.87
KNN_CL_k=17_acc=0.64,3,4,9,FAIL,9.8
KNN_CL_k=17_acc=0.64,5,20,10,FAIL,9.77
KNN_CL_k=17_acc=0.64,5,31,2,FAIL,2.3
KNN_CL_k=17_acc=0.64,3,4,11,FAIL,12.88
LinearRegression_RE_rmse=60.03,1,1,1,FAIL,2.24
LinearRegression_RE_rmse=60.03,1,5,0,FAIL,0.66
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.54
LinearRegression_RE_rmse=60.03,2,8,1,FAIL,2.55
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.25
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.81
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,1.21
LinearRegression_RE_rmse=60.03,2,5,0,FAIL,2.15
LinearRegression_RE_rmse=60.03,1,1,1,FAIL,2.24
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.65
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.22
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.74
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,0.82
LinearRegression_RE_rmse=60.03,2,11,0,FAIL,1.32
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.74
LinearRegression_RE_rmse=60.03,2,8,0,FAIL,0.85
LinearRegression_RE_rmse=60.03,1,5,0,FAIL,0.66
LinearRegression_RE_rmse=60.03,2,7,1,FAIL,2.48
LinearRegression_RE_rmse=60.03,1,3,1,FAIL,2.42
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.25
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.65
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.25
LinearRegression_RE_rmse=60.03,1,3,1,FAIL,1.56
LinearRegression_RE_rmse=60.03,2,11,2,FAIL,3.02
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.72
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.22
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.68
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.79
LinearRegression_RE_rmse=60.03,1,4,1,FAIL,1.59
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.73
LinearRegression_RE_rmse=60.03,1,1,0,FAIL,1.28
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.74
LinearRegression_RE_rmse=60.03,1,4,2,FAIL,0.56
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.5
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.22
LinearRegression_RE_rmse=60.03,2,10,0,FAIL,1.48
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.2
LinearRegression_RE_rmse=60.03,4,28,1,FAIL,2.18
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.74
