modelname,stage,brick_remain,catch_count,state,run_sec
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.25
LinearRegression_RE_rmse=60.03,2,8,2,FAIL,3.12
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.79
LinearRegression_RE_rmse=60.03,5,21,7,FAIL,5.79
LinearRegression_RE_rmse=60.03,1,2,1,FAIL,2.14
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.52
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.79
LinearRegression_RE_rmse=60.03,5,41,2,FAIL,0.65
LinearRegression_RE_rmse=60.03,1,3,1,FAIL,1.85
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,1.28
LinearRegression_RE_rmse=60.03,4,30,0,FAIL,0.68
LinearRegression_RE_rmse=60.03,2,12,0,FAIL,1.54
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,1.29
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.94
LinearRegression_RE_rmse=60.03,5,30,4,FAIL,3.81
LinearRegression_RE_rmse=60.03,2,14,1,FAIL,0.54
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.76
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.91
LinearRegression_RE_rmse=60.03,1,2,1,FAIL,2.14
LinearRegression_RE_rmse=60.03,2,14,1,FAIL,0.54
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.52
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.8
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.74
LinearRegression_RE_rmse=60.03,2,16,0,FAIL,0.64
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.67
LinearRegression_RE_rmse=60.03,5,16,4,FAIL,6.32
LinearRegression_RE_rmse=60.03,1,5,0,FAIL,0.67
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,1.24
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.78
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.53
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.8
LinearRegression_RE_rmse=60.03,5,37,0,FAIL,1.58
LinearRegression_RE_rmse=60.03,1,4,1,FAIL,0.55
LinearRegression_RE_rmse=60.03,4,26,0,FAIL,0.5
LinearRegression_RE_rmse=60.03,2,12,1,FAIL,1.9
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.93
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.98
LinearRegression_RE_rmse=60.03,4,29,0,FAIL,0.5
LinearRegression_RE_rmse=60.03,5,24,4,FAIL,4.25
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.7
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.72
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.25
LinearRegression_RE_rmse=60.03,4,30,0,FAIL,0.71
LinearRegression_RE_rmse=60.03,5,38,0,FAIL,0.47
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.96
LinearRegression_RE_rmse=60.03,2,12,1,FAIL,1.9
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.94
LinearRegression_RE_rmse=60.03,4,28,1,FAIL,1.56
LinearRegression_RE_rmse=60.03,5,41,2,FAIL,0.65
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.8
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.72
LinearRegression_RE_rmse=60.03,1,1,2,FAIL,2.98
LinearRegression_RE_rmse=60.03,4,31,2,FAIL,0.83
LinearRegression_RE_rmse=60.03,5,22,0,FAIL,0.81
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.79
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,1.28
LinearRegression_RE_rmse=60.03,4,28,0,FAIL,1.26
LinearRegression_RE_rmse=60.03,1,3,1,FAIL,1.84
LinearRegression_RE_rmse=60.03,5,26,0,FAIL,1.51
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.53
LinearRegression_RE_rmse=60.03,4,31,2,FAIL,0.55
LinearRegression_RE_rmse=60.03,1,2,1,FAIL,2.14
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.8
LinearRegression_RE_rmse=60.03,5,17,0,FAIL,0.9
LinearRegression_RE_rmse=60.03,2,7,1,FAIL,2.48
LinearRegression_RE_rmse=60.03,4,30,0,FAIL,0.75
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.75
LinearRegression_RE_rmse=60.03,1,2,1,FAIL,2.14
LinearRegression_RE_rmse=60.03,2,15,0,FAIL,0.74
LinearRegression_RE_rmse=60.03,1,1,2,FAIL,2.95
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.73
LinearRegression_RE_rmse=60.03,5,39,3,FAIL,1.55
LinearRegression_RE_rmse=60.03,2,13,0,FAIL,0.97
LinearRegression_RE_rmse=60.03,4,24,2,FAIL,3.4
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,1.23
LinearRegression_RE_rmse=60.03,4,16,0,FAIL,0.58
LinearRegression_RE_rmse=60.03,2,11,0,FAIL,1.03
LinearRegression_RE_rmse=60.03,5,36,4,FAIL,2.83
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.52
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.81
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.68
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.78
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.77
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,0.53
LinearRegression_RE_rmse=60.03,4,28,0,FAIL,1.26
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.51
LinearRegression_RE_rmse=60.03,1,1,1,FAIL,2.13
LinearRegression_RE_rmse=60.03,4,28,0,FAIL,0.49
LinearRegression_RE_rmse=60.03,1,3,0,FAIL,1.21
LinearRegression_RE_rmse=60.03,5,11,11,FAIL,14.9
LinearRegression_RE_rmse=60.03,4,32,0,FAIL,0.64
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.96
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.49
LinearRegression_RE_rmse=60.03,4,26,0,FAIL,0.5
LinearRegression_RE_rmse=60.03,1,4,0,FAIL,0.67
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.7
LinearRegression_RE_rmse=60.03,1,4,1,FAIL,0.55
LinearRegression_RE_rmse=60.03,4,21,1,FAIL,2.39
LinearRegression_RE_rmse=60.03,4,31,0,FAIL,0.49
LinearRegression_RE_rmse=60.03,5,24,4,FAIL,4.25
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.77
LinearRegression_RE_rmse=60.03,4,16,1,FAIL,3.57
LinearRegression_RE_rmse=60.03,5,30,0,FAIL,0.58
LinearRegression_RE_rmse=60.03,4,15,0,FAIL,0.81
LinearRegression_RE_rmse=60.03,5,43,0,FAIL,0.63
LinearRegression_RE_rmse=60.03,4,26,0,FAIL,0.5
LinearRegression_RE_rmse=60.03,5,7,13,FAIL,17.35
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.68
LinearRegression_RE_rmse=60.03,5,36,1,FAIL,1.56
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.73
LinearRegression_RE_rmse=60.03,5,42,0,FAIL,0.7
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.81
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.95
LogisticRegression_CL_acc=0.49,1,3,0,FAIL,0.86
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.83
LogisticRegression_CL_acc=0.49,1,3,0,FAIL,0.53
LogisticRegression_CL_acc=0.49,1,3,0,FAIL,0.75
LogisticRegression_CL_acc=0.49,1,3,0,FAIL,0.86
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.93
LogisticRegression_CL_acc=0.49,1,4,1,FAIL,1.92
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.87
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.89
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.93
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.86
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.66
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.74
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.8
LogisticRegression_CL_acc=0.49,4,30,0,FAIL,0.66
LogisticRegression_CL_acc=0.49,3,25,1,FAIL,1.58
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.95
LogisticRegression_CL_acc=0.49,2,11,0,FAIL,1.28
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.56
LogisticRegression_CL_acc=0.49,4,30,1,FAIL,1.39
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.59
LogisticRegression_CL_acc=0.49,3,25,1,FAIL,1.64
LogisticRegression_CL_acc=0.49,2,16,0,FAIL,0.64
LogisticRegression_CL_acc=0.49,5,41,1,FAIL,1.61
LogisticRegression_CL_acc=0.49,4,28,2,FAIL,2.51
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.92
LogisticRegression_CL_acc=0.49,1,3,0,FAIL,1.27
LogisticRegression_CL_acc=0.49,2,14,0,FAIL,0.98
LogisticRegression_CL_acc=0.49,5,41,0,FAIL,0.65
LogisticRegression_CL_acc=0.49,4,18,0,FAIL,0.58
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.67
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.74
LogisticRegression_CL_acc=0.49,2,14,1,FAIL,1.64
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.62
LogisticRegression_CL_acc=0.49,4,31,0,FAIL,0.84
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.54
LogisticRegression_CL_acc=0.49,3,26,0,FAIL,0.82
LogisticRegression_CL_acc=0.49,2,10,1,FAIL,1.75
LogisticRegression_CL_acc=0.49,5,42,0,FAIL,0.83
LogisticRegression_CL_acc=0.49,4,30,0,FAIL,0.66
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.79
LogisticRegression_CL_acc=0.49,3,24,0,FAIL,1.28
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.86
LogisticRegression_CL_acc=0.49,5,39,0,FAIL,0.99
LogisticRegression_CL_acc=0.49,4,26,0,FAIL,1.29
LogisticRegression_CL_acc=0.49,3,24,0,FAIL,1.02
LogisticRegression_CL_acc=0.49,2,8,0,FAIL,0.85
LogisticRegression_CL_acc=0.49,5,32,0,FAIL,0.57
LogisticRegression_CL_acc=0.49,1,0,2,FINISH,3.15
LogisticRegression_CL_acc=0.49,4,31,0,FAIL,0.57
LogisticRegression_CL_acc=0.49,3,17,0,FAIL,0.76
LogisticRegression_CL_acc=0.49,5,42,0,FAIL,0.83
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.88
LogisticRegression_CL_acc=0.49,2,13,1,FAIL,1.66
LogisticRegression_CL_acc=0.49,4,31,0,FAIL,0.84
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.65
LogisticRegression_CL_acc=0.49,1,3,0,FAIL,0.99
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.84
LogisticRegression_CL_acc=0.49,5,30,0,FAIL,2.16
LogisticRegression_CL_acc=0.49,4,26,0,FAIL,1.29
LogisticRegression_CL_acc=0.49,3,25,1,FAIL,1.6
LogisticRegression_CL_acc=0.49,1,4,0,FAIL,0.89
LogisticRegression_CL_acc=0.49,2,13,0,FAIL,0.97
LogisticRegression_CL_acc=0.49,5,41,1,FAIL,1.65
LogisticRegression_CL_acc=0.49,4,29,1,FAIL,1.59
LogisticRegression_CL_acc=0.49,3,24,1,FAIL,1.37
LogisticRegression_CL_acc=0.49,2,10,0,FAIL,1.48
LogisticRegression_CL_acc=0.49,5,40,0,FAIL,0.99
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.67
LogisticRegression_CL_acc=0.49,4,27,1,FAIL,1.36
LogisticRegression_CL_acc=0.49,5,42,0,FAIL,0.66
LogisticRegression_CL_acc=0.49,2,5,1,FAIL,1.99
LogisticRegression_CL_acc=0.49,3,24,0,FAIL,1.28
LogisticRegression_CL_acc=0.49,4,28,1,FAIL,1.37
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.86
LogisticRegression_CL_acc=0.49,3,26,0,FAIL,0.81
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.62
LogisticRegression_CL_acc=0.49,4,30,1,FAIL,1.57
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.51
LogisticRegression_CL_acc=0.49,5,41,0,FAIL,0.92
LogisticRegression_CL_acc=0.49,2,10,1,FAIL,1.75
LogisticRegression_CL_acc=0.49,4,31,0,FAIL,0.66
LogisticRegression_CL_acc=0.49,3,23,0,FAIL,0.47
LogisticRegression_CL_acc=0.49,5,41,0,FAIL,0.65
LogisticRegression_CL_acc=0.49,2,5,0,FAIL,1.19
LogisticRegression_CL_acc=0.49,4,29,0,FAIL,1.3
LogisticRegression_CL_acc=0.49,3,26,0,FAIL,0.5
LogisticRegression_CL_acc=0.49,5,42,0,FAIL,0.54
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.8
LogisticRegression_CL_acc=0.49,4,31,0,FAIL,0.52
LogisticRegression_CL_acc=0.49,3,25,0,FAIL,0.67
LogisticRegression_CL_acc=0.49,5,26,0,FAIL,1.51
LogisticRegression_CL_acc=0.49,2,13,1,FAIL,1.56
LogisticRegression_CL_acc=0.49,4,29,0,FAIL,1.27
LogisticRegression_CL_acc=0.49,3,26,0,FAIL,0.66
LogisticRegression_CL_acc=0.49,5,42,0,FAIL,0.49
LogisticRegression_CL_acc=0.49,2,15,0,FAIL,0.53
LogisticRegression_CL_acc=0.49,4,29,0,FAIL,0.97
LogisticRegression_CL_acc=0.49,5,40,0,FAIL,1.28
LogisticRegression_CL_acc=0.49,3,20,3,FAIL,3.35
LogisticRegression_CL_acc=0.49,2,13,0,FAIL,1.04
LogisticRegression_CL_acc=0.49,4,28,1,FAIL,1.37
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.62
LogisticRegression_CL_acc=0.49,3,25,1,FAIL,1.6
LogisticRegression_CL_acc=0.49,4,31,0,FAIL,0.52
LogisticRegression_CL_acc=0.49,2,4,0,FAIL,1.08
LogisticRegression_CL_acc=0.49,3,13,0,FAIL,0.65
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.33
LogisticRegression_CL_acc=0.49,2,5,0,FAIL,1.19
LogisticRegression_CL_acc=0.49,4,26,0,FAIL,1.48
LogisticRegression_CL_acc=0.49,3,24,0,FAIL,0.68
LogisticRegression_CL_acc=0.49,5,41,0,FAIL,0.67
LogisticRegression_CL_acc=0.49,4,29,0,FAIL,0.99
LogisticRegression_CL_acc=0.49,2,11,0,FAIL,1.03
LogisticRegression_CL_acc=0.49,3,16,0,FAIL,0.56
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.62
LogisticRegression_CL_acc=0.49,2,12,0,FAIL,1.02
LogisticRegression_CL_acc=0.49,4,17,0,FAIL,2.69
LogisticRegression_CL_acc=0.49,3,17,0,FAIL,1.4
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.59
LogisticRegression_CL_acc=0.49,2,14,1,FAIL,1.67
LogisticRegression_CL_acc=0.49,4,30,1,FAIL,1.64
LogisticRegression_CL_acc=0.49,3,24,1,FAIL,1.63
LogisticRegression_CL_acc=0.49,5,41,0,FAIL,0.8
LogisticRegression_CL_acc=0.49,2,13,0,FAIL,1.27
LogisticRegression_CL_acc=0.49,4,22,1,FAIL,1.71
LogisticRegression_CL_acc=0.49,5,41,0,FAIL,0.68
LogisticRegression_CL_acc=0.49,3,21,0,FAIL,1.35
LogisticRegression_CL_acc=0.49,2,7,0,FAIL,1.55
LogisticRegression_CL_acc=0.49,4,28,0,FAIL,0.67
LogisticRegression_CL_acc=0.49,3,20,0,FAIL,0.72
LogisticRegression_CL_acc=0.49,5,42,0,FAIL,0.81
LogisticRegression_CL_acc=0.49,2,5,0,FAIL,1.19
LogisticRegression_CL_acc=0.49,5,32,0,FAIL,0.57
LogisticRegression_CL_acc=0.49,3,24,0,FAIL,1.27
LogisticRegression_CL_acc=0.49,4,29,1,FAIL,1.59
LogisticRegression_CL_acc=0.49,2,14,1,FAIL,1.65
LogisticRegression_CL_acc=0.49,5,40,1,FAIL,1.56
LogisticRegression_CL_acc=0.49,4,26,1,FAIL,1.38
LogisticRegression_CL_acc=0.49,4,31,1,FAIL,0.67
LogisticRegression_CL_acc=0.49,5,41,1,FAIL,1.35
SVM_CL_C=1.0,1,2,1,FAIL,2.36
SVM_CL_C=1.0,2,8,1,FAIL,1.89
SVM_CL_C=1.0,3,23,1,FAIL,1.53
SVM_CL_C=1.0,1,3,1,FAIL,1.76
SVM_CL_C=1.0,4,29,2,FAIL,2.24
SVM_CL_C=1.0,2,12,1,FAIL,2.15
SVM_CL_C=1.0,5,26,0,FAIL,1.51
SVM_CL_C=1.0,1,2,1,FAIL,1.81
SVM_CL_C=1.0,3,23,2,FAIL,2.25
SVM_CL_C=1.0,4,30,2,FAIL,1.36
SVM_CL_C=1.0,2,14,0,FAIL,0.71
SVM_CL_C=1.0,5,39,2,FAIL,2.5
SVM_CL_C=1.0,1,3,1,FAIL,1.95
SVM_CL_C=1.0,3,20,1,FAIL,2.22
SVM_CL_C=1.0,2,13,1,FAIL,1.41
SVM_CL_C=1.0,4,27,1,FAIL,1.88
SVM_CL_C=1.0,5,41,1,FAIL,0.76
SVM_CL_C=1.0,3,17,0,FAIL,0.57
SVM_CL_C=1.0,1,2,1,FAIL,1.81
SVM_CL_C=1.0,2,13,1,FAIL,1.38
SVM_CL_C=1.0,4,29,2,FAIL,1.86
SVM_CL_C=1.0,5,41,1,FAIL,1.5
SVM_CL_C=1.0,1,0,2,FINISH,2.7
SVM_CL_C=1.0,2,14,2,FAIL,1.66
SVM_CL_C=1.0,3,21,3,FAIL,3.39
SVM_CL_C=1.0,4,31,1,FAIL,1.52
SVM_CL_C=1.0,5,39,2,FAIL,2.55
SVM_CL_C=1.0,1,2,1,FAIL,1.74
SVM_CL_C=1.0,3,24,1,FAIL,1.53
SVM_CL_C=1.0,2,11,2,FAIL,2.25
SVM_CL_C=1.0,4,22,1,FAIL,2.07
SVM_CL_C=1.0,5,35,1,FAIL,2.44
SVM_CL_C=1.0,1,3,1,FAIL,2.22
SVM_CL_C=1.0,2,13,1,FAIL,1.86
SVM_CL_C=1.0,4,27,1,FAIL,1.88
SVM_CL_C=1.0,3,10,3,FAIL,4.56
SVM_CL_C=1.0,5,37,2,FAIL,2.23
SVM_CL_C=1.0,2,15,1,FAIL,0.72
SVM_CL_C=1.0,4,30,1,FAIL,1.43
SVM_CL_C=1.0,1,2,1,FAIL,2.36
SVM_CL_C=1.0,5,42,1,FAIL,0.46
SVM_CL_C=1.0,3,22,2,FAIL,2.26
SVM_CL_C=1.0,2,12,1,FAIL,1.56
SVM_CL_C=1.0,4,29,3,FAIL,2.52
SVM_CL_C=1.0,1,2,1,FAIL,2.35
SVM_CL_C=1.0,5,41,1,FAIL,1.49
SVM_CL_C=1.0,3,22,1,FAIL,1.87
SVM_CL_C=1.0,2,8,1,FAIL,2.22
SVM_CL_C=1.0,4,31,1,FAIL,0.67
SVM_CL_C=1.0,1,3,1,FAIL,1.8
SVM_CL_C=1.0,5,42,0,FAIL,0.72
SVM_CL_C=1.0,3,22,1,FAIL,1.54
SVM_CL_C=1.0,2,14,1,FAIL,1.39
SVM_CL_C=1.0,4,29,1,FAIL,1.41
SVM_CL_C=1.0,5,38,1,FAIL,1.85
SVM_CL_C=1.0,3,23,1,FAIL,1.53
SVM_CL_C=1.0,1,1,3,FAIL,4.27
SVM_CL_C=1.0,4,29,2,FAIL,1.38
SVM_CL_C=1.0,2,11,1,FAIL,2.16
SVM_CL_C=1.0,5,41,1,FAIL,1.49
SVM_CL_C=1.0,3,23,1,FAIL,2.13
SVM_CL_C=1.0,2,14,1,FAIL,1.43
SVM_CL_C=1.0,1,2,1,FAIL,2.36
SVM_CL_C=1.0,4,24,2,FAIL,2.36
SVM_CL_C=1.0,3,23,1,FAIL,1.85
SVM_CL_C=1.0,5,28,3,FAIL,3.8
SVM_CL_C=1.0,1,3,2,FAIL,1.8
SVM_CL_C=1.0,4,24,1,FAIL,2.22
SVM_CL_C=1.0,2,6,1,FAIL,2.43
SVM_CL_C=1.0,5,42,0,FAIL,0.46
SVM_CL_C=1.0,3,19,4,FAIL,4.53
SVM_CL_C=1.0,2,13,1,FAIL,1.54
SVM_CL_C=1.0,4,29,1,FAIL,1.69
SVM_CL_C=1.0,1,0,3,FINISH,4.07
SVM_CL_C=1.0,5,40,1,FAIL,1.53
SVM_CL_C=1.0,4,29,1,FAIL,1.44
SVM_CL_C=1.0,2,14,2,FAIL,1.4
SVM_CL_C=1.0,3,24,2,FAIL,2.57
SVM_CL_C=1.0,5,37,2,FAIL,2.22
SVM_CL_C=1.0,1,0,3,FINISH,4.17
SVM_CL_C=1.0,2,9,1,FAIL,0.58
SVM_CL_C=1.0,3,23,2,FAIL,2.56
SVM_CL_C=1.0,4,15,1,FAIL,3.57
SVM_CL_C=1.0,5,37,2,FAIL,2.22
SVM_CL_C=1.0,1,1,1,FAIL,2.69
SVM_CL_C=1.0,4,25,2,FAIL,1.38
SVM_CL_C=1.0,2,13,1,FAIL,1.65
SVM_CL_C=1.0,3,23,2,FAIL,2.21
SVM_CL_C=1.0,5,38,2,FAIL,2.37
SVM_CL_C=1.0,1,3,1,FAIL,1.95
SVM_CL_C=1.0,4,25,1,FAIL,1.38
SVM_CL_C=1.0,2,10,1,FAIL,1.55
SVM_CL_C=1.0,5,26,0,FAIL,1.51
SVM_CL_C=1.0,3,21,1,FAIL,2.16
SVM_CL_C=1.0,1,1,1,FAIL,1.87
SVM_CL_C=1.0,4,31,0,FAIL,0.74
SVM_CL_C=1.0,2,14,2,FAIL,1.66
SVM_CL_C=1.0,3,16,1,FAIL,1.62
SVM_CL_C=1.0,5,32,1,FAIL,2.19
SVM_CL_C=1.0,1,0,2,FINISH,2.3
SVM_CL_C=1.0,2,13,1,FAIL,1.54
SVM_CL_C=1.0,4,29,1,FAIL,1.41
SVM_CL_C=1.0,5,39,1,FAIL,1.53
SVM_CL_C=1.0,3,23,1,FAIL,1.88
SVM_CL_C=1.0,1,3,1,FAIL,1.5
SVM_CL_C=1.0,4,30,1,FAIL,1.52
SVM_CL_C=1.0,2,7,1,FAIL,2.32
SVM_CL_C=1.0,5,41,1,FAIL,1.5
SVM_CL_C=1.0,3,22,2,FAIL,2.26
SVM_CL_C=1.0,1,0,2,FINISH,2.96
SVM_CL_C=1.0,4,30,1,FAIL,0.47
SVM_CL_C=1.0,2,12,1,FAIL,1.56
SVM_CL_C=1.0,5,42,0,FAIL,0.73
SVM_CL_C=1.0,3,23,1,FAIL,1.53
SVM_CL_C=1.0,1,1,2,FAIL,3.41
SVM_CL_C=1.0,5,40,1,FAIL,1.53
SVM_CL_C=1.0,4,24,1,FAIL,1.89
SVM_CL_C=1.0,2,6,2,FAIL,3.2
SVM_CL_C=1.0,3,20,2,FAIL,2.49
SVM_CL_C=1.0,1,3,2,FAIL,1.52
SVM_CL_C=1.0,5,37,1,FAIL,1.54
SVM_CL_C=1.0,3,26,1,FAIL,0.48
SVM_CL_C=1.0,4,28,1,FAIL,1.56
SVM_CL_C=1.0,2,8,1,FAIL,2.22
SVM_CL_C=1.0,1,2,1,FAIL,2.35
SVM_CL_C=1.0,3,26,0,FAIL,0.74
SVM_CL_C=1.0,5,34,1,FAIL,2.5
SVM_CL_C=1.0,2,12,2,FAIL,1.7
SVM_CL_C=1.0,4,26,2,FAIL,2.25
SVM_CL_C=1.0,1,0,2,FINISH,2.71
SVM_CL_C=1.0,5,37,2,FAIL,2.22
SVM_CL_C=1.0,2,15,0,FAIL,0.69
SVM_CL_C=1.0,3,19,3,FAIL,3.8
SVM_CL_C=1.0,4,30,2,FAIL,1.4
SVM_CL_C=1.0,5,42,0,FAIL,0.71
SVM_CL_C=1.0,1,1,3,FAIL,4.27
SVM_CL_C=1.0,3,23,1,FAIL,1.54
SVM_CL_C=1.0,4,25,2,FAIL,1.38
SVM_CL_C=1.0,2,12,1,FAIL,1.56
SVM_CL_C=1.0,5,32,2,FAIL,2.95
SVM_CL_C=1.0,4,30,0,FAIL,0.68
SVM_CL_C=1.0,1,0,1,FINISH,1.76
SVM_CL_C=1.0,3,20,1,FAIL,2.21
SVM_CL_C=1.0,2,6,1,FAIL,2.43
SVM_CL_C=1.0,5,39,2,FAIL,2.45
SVM_CL_C=1.0,1,2,1,FAIL,1.78
SVM_CL_C=1.0,3,23,2,FAIL,2.52
SVM_CL_C=1.0,4,25,2,FAIL,2.36
SVM_CL_C=1.0,3,20,1,FAIL,2.21
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,1.2
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,0.74
SVM_RE_ker=rbf_C=1.0,2,15,0,FAIL,0.77
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,0.79
SVM_RE_ker=rbf_C=1.0,3,17,0,FAIL,1.4
SVM_RE_ker=rbf_C=1.0,4,26,0,FAIL,0.69
SVM_RE_ker=rbf_C=1.0,2,11,2,FAIL,3.02
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,0.74
SVM_RE_ker=rbf_C=1.0,5,40,0,FAIL,0.48
SVM_RE_ker=rbf_C=1.0,3,27,0,FAIL,0.64
SVM_RE_ker=rbf_C=1.0,4,31,0,FAIL,0.48
SVM_RE_ker=rbf_C=1.0,5,42,0,FAIL,0.48
SVM_RE_ker=rbf_C=1.0,2,9,1,FAIL,2.17
SVM_RE_ker=rbf_C=1.0,1,1,2,FAIL,2.98
SVM_RE_ker=rbf_C=1.0,4,16,0,FAIL,0.58
SVM_RE_ker=rbf_C=1.0,5,42,0,FAIL,0.68
SVM_RE_ker=rbf_C=1.0,3,11,3,FAIL,3.95
SVM_RE_ker=rbf_C=1.0,4,31,2,FAIL,0.55
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,0.96
SVM_RE_ker=rbf_C=1.0,2,11,2,FAIL,2.8
SVM_RE_ker=rbf_C=1.0,5,42,0,FAIL,0.67
SVM_RE_ker=rbf_C=1.0,3,25,0,FAIL,0.66
SVM_RE_ker=rbf_C=1.0,4,31,0,FAIL,0.49
SVM_RE_ker=rbf_C=1.0,1,5,0,FAIL,0.63
SVM_RE_ker=rbf_C=1.0,5,42,0,FAIL,0.77
SVM_RE_ker=rbf_C=1.0,3,15,0,FAIL,1.23
SVM_RE_ker=rbf_C=1.0,2,8,2,FAIL,2.73
SVM_RE_ker=rbf_C=1.0,4,25,1,FAIL,2.22
SVM_RE_ker=rbf_C=1.0,1,3,1,FAIL,2.42
SVM_RE_ker=rbf_C=1.0,5,42,0,FAIL,0.81
SVM_RE_ker=rbf_C=1.0,3,26,0,FAIL,0.74
SVM_RE_ker=rbf_C=1.0,2,14,0,FAIL,0.82
SVM_RE_ker=rbf_C=1.0,4,30,0,FAIL,0.82
SVM_RE_ker=rbf_C=1.0,5,32,0,FAIL,0.57
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,1.25
SVM_RE_ker=rbf_C=1.0,2,15,0,FAIL,0.67
SVM_RE_ker=rbf_C=1.0,3,18,1,FAIL,2.88
SVM_RE_ker=rbf_C=1.0,1,4,0,FAIL,0.67
SVM_RE_ker=rbf_C=1.0,5,41,0,FAIL,0.8
SVM_RE_ker=rbf_C=1.0,4,25,1,FAIL,2.17
